alcohol,density,chlorides,volatile acidity,total sulfur dioxide,fixed acidity,quality
10.3,0.996,0.049,0.18,123.0,7.6,5
9.6,0.9948,0.039,0.36,124.0,6.8,5
10.2,0.9951,0.055,0.22,198.0,7.0,6
10.5,0.9931,0.042,0.17,119.0,5.9,6
10.4,0.9962,0.044,0.45,117.0,7.4,4
9.6,0.9948,0.039,0.36,124.0,6.8,5
10.7,0.9959,0.046,0.42,95.0,7.5,5
10.5,0.9962,0.036,0.33,119.0,7.5,6
10.6,0.9958,0.029,0.3,111.0,9.4,5
9.6,0.9948,0.053,0.17,150.0,7.9,6
9.6,0.9948,0.053,0.17,150.0,7.9,6
9.5,0.994,0.05,0.17,101.0,8.2,5
9.4,0.9942,0.049,0.17,153.0,8.3,6
9.8,0.9942,0.046,0.15,130.0,8.7,6
9.6,0.9948,0.053,0.17,150.0,7.9,6
9.2,0.9964,0.044,0.25,172.0,7.2,5
9.5,0.9958,0.045,0.24,176.0,7.2,5
9.2,0.9932,0.043,0.76,93.0,5.3,5
9.4,0.9986,0.052,0.22,136.0,6.6,5
9.4,0.9986,0.052,0.22,136.0,6.6,5
9.3,0.9988,0.048,0.28,146.0,8.4,5
9.1,0.9953,0.05,0.32,129.0,6.8,5
9.5,0.9983,0.046,0.24,145.0,6.7,5
9.1,1.0,0.056,0.18,163.0,7.4,6
10.6,0.9951,0.043,0.16,153.0,6.0,5
9.5,0.9983,0.046,0.24,145.0,6.7,5
12.4,0.9906,0.042,0.28,85.0,6.8,6
8.7,0.9981,0.047,0.34,237.0,6.2,5
8.8,0.9936,0.056,0.27,128.0,6.0,5
10.6,0.9951,0.043,0.16,153.0,6.0,5
9.1,0.9953,0.05,0.32,129.0,6.8,5
9.0,1.0005,0.057,0.24,234.0,8.5,5
10.3,0.9972,0.048,0.24,141.0,8.1,6
9.1,1.0,0.056,0.18,163.0,7.4,6
9.5,0.9969,0.038,0.23,186.0,7.7,6
8.8,1.0001,0.05,0.22,138.0,6.5,5
8.8,1.0001,0.05,0.22,138.0,6.5,5
8.8,1.0001,0.05,0.22,138.0,6.5,5
9.9,0.9934,0.05,0.33,93.0,5.7,5
9.5,0.9969,0.038,0.23,186.0,7.7,6
8.8,1.0001,0.05,0.22,138.0,6.5,5
11.7,0.9902,0.034,0.2,68.0,6.8,4
10.8,0.993,0.04,0.26,117.0,7.7,5
12.0,0.9914,0.041,0.2,126.0,6.4,6
10.3,0.9941,0.033,0.16,122.0,8.0,4
9.0,0.9967,0.076,0.25,154.0,6.8,5
12.2,0.9918,0.035,0.39,109.0,7.7,7
9.9,0.998,0.051,0.26,173.0,6.9,5
9.0,0.9967,0.076,0.25,154.0,6.8,5
12.2,0.9918,0.035,0.39,109.0,7.7,7
10.1,0.9957,0.048,0.28,163.0,6.0,5
9.3,0.9986,0.056,0.43,174.0,6.5,5
9.5,0.9958,0.062,0.33,344.0,9.1,5
9.2,0.9948,0.054,0.5,146.0,5.9,6
11.7,0.9918,0.036,0.28,115.0,6.8,5
11.0,0.9923,0.04,0.35,144.0,7.0,5
9.6,0.9998,0.056,0.22,158.0,7.1,6
9.6,0.9998,0.056,0.22,158.0,7.1,6
11.9,0.9914,0.03,0.24,162.0,8.3,6
10.8,0.9939,0.041,0.26,118.0,6.8,6
10.1,0.9966,0.054,0.16,224.0,7.2,5
10.9,0.995,0.058,0.18,132.0,7.9,6
10.1,0.9966,0.054,0.16,224.0,7.2,5
10.4,0.994,0.06,0.24,102.0,5.5,5
9.2,0.9972,0.056,0.33,105.0,7.1,5
9.6,0.9998,0.056,0.28,117.0,7.7,5
9.6,0.9998,0.056,0.28,117.0,7.7,5
9.0,0.9982,0.047,0.26,179.0,7.5,5
11.5,0.9924,0.037,0.14,89.0,6.5,7
10.2,0.9972,0.053,0.21,145.0,8.2,6
9.9,0.997,0.054,0.2,165.0,7.2,6
9.6,0.9954,0.056,0.115,105.0,7.2,6
10.6,0.9962,0.04,0.29,142.0,6.4,5
9.2,0.9972,0.056,0.33,105.0,7.1,5
11.8,0.9921,0.038,0.24,99.0,6.8,6
12.2,0.9905,0.035,0.24,102.0,7.0,6
9.6,0.9998,0.056,0.28,117.0,7.7,5
10.6,0.993,0.052,0.22,76.0,7.0,6
10.3,0.9941,0.054,0.18,91.0,7.5,6
10.2,0.9994,0.052,0.93,187.0,9.8,4
10.7,0.9962,0.035,0.29,181.0,7.8,5
11.7,0.992,0.038,0.28,76.0,7.9,4
12.0,0.9922,0.031,0.25,92.0,8.5,6
10.6,0.994,0.048,0.18,105.0,7.4,6
12.2,0.9897,0.031,0.24,61.0,6.3,4
11.0,0.9954,0.04,0.33,124.0,6.0,6
12.4,0.99,0.03,0.37,79.0,6.8,7
9.4,0.9948,0.087,0.49,115.0,9.9,6
12.0,0.9922,0.031,0.25,92.0,8.5,6
11.6,0.998,0.028,0.22,130.0,8.4,5
9.4,0.9944,0.069,0.35,162.0,7.0,5
9.4,0.9944,0.069,0.35,162.0,7.0,5
9.1,0.9986,0.053,0.19,229.0,7.4,7
9.1,0.9986,0.053,0.19,229.0,7.4,7
9.1,0.9986,0.053,0.19,229.0,7.4,7
9.1,0.9986,0.053,0.19,229.0,7.4,7
9.1,0.9986,0.053,0.19,229.0,7.4,7
9.2,0.996,0.042,0.32,117.0,6.9,5
9.2,0.9999,0.05,0.32,163.0,7.6,5
9.1,0.9986,0.053,0.19,229.0,7.4,7
9.1,0.9986,0.053,0.19,212.0,7.4,7
9.2,0.996,0.042,0.32,117.0,6.9,5
9.0,0.9951,0.06,0.34,126.0,6.0,7
9.2,0.9999,0.05,0.32,163.0,7.6,5
10.8,0.993,0.047,0.24,106.0,7.7,6
9.5,0.9982,0.053,0.36,146.0,8.0,6
11.0,0.992,0.044,0.29,114.0,7.4,6
10.0,0.9963,0.041,0.32,146.0,6.6,5
9.5,0.995,0.04,0.3,141.0,6.3,5
10.1,0.9956,0.041,0.33,109.0,6.4,6
9.5,0.997,0.051,0.18,94.0,7.5,7
9.5,0.9936,0.217,0.39,74.0,6.5,5
9.5,0.9935,0.056,0.25,137.0,6.8,5
9.4,0.9963,0.052,0.18,90.0,6.4,6
9.4,0.9967,0.048,0.18,125.0,7.1,6
12.7,0.9912,0.044,0.27,110.0,7.6,6
9.7,0.9981,0.037,0.23,145.0,9.2,5
9.7,0.9966,0.058,0.28,153.0,7.9,6
9.4,0.9967,0.048,0.18,125.0,7.1,6
9.4,0.9963,0.052,0.18,90.0,6.4,6
9.5,0.9935,0.056,0.25,137.0,6.8,5
11.7,0.9902,0.037,0.22,71.0,7.0,6
11.7,0.99,0.036,0.18,101.0,7.3,6
9.7,0.996,0.051,0.26,187.0,7.1,5
9.5,0.9966,0.049,0.25,231.0,6.6,6
9.1,0.9962,0.069,0.24,157.0,6.4,5
10.3,0.994,0.051,0.28,147.0,6.0,6
9.7,0.996,0.051,0.26,187.0,7.1,5
9.9,0.994,0.058,0.24,167.0,7.8,5
9.9,0.9944,0.059,0.27,175.0,7.6,5
10.2,0.9974,0.056,0.39,178.0,7.7,5
12.1,0.996,0.035,0.24,132.0,8.9,6
11.3,0.9922,0.045,0.23,138.0,6.6,7
11.4,0.9917,0.031,0.26,128.0,7.1,5
12.2,0.9918,0.039,0.32,125.0,7.0,6
9.9,0.9936,0.058,0.24,150.0,7.4,7
10.3,0.9938,0.056,0.21,136.0,6.9,6
12.2,0.9918,0.039,0.32,125.0,7.0,6
10.4,0.9939,0.047,0.17,107.0,7.4,6
11.4,0.9917,0.031,0.26,128.0,7.1,5
9.9,0.9981,0.041,0.28,161.0,8.5,6
10.0,0.9941,0.051,0.3,96.0,7.8,5
11.5,0.9928,0.051,0.25,129.0,8.1,6
10.5,0.9952,0.041,0.28,163.0,7.7,6
12.5,0.9898,0.027,0.24,134.0,6.5,7
10.5,0.9914,0.045,0.22,120.0,7.0,6
9.9,0.9981,0.041,0.28,161.0,8.5,6
11.4,0.9957,0.051,0.45,157.0,8.0,7
9.8,0.998,0.056,0.23,169.0,6.9,6
11.4,0.9957,0.051,0.45,157.0,8.0,7
9.2,0.9986,0.067,0.23,166.0,7.6,4
8.9,0.9983,0.046,0.28,177.0,7.7,5
8.9,0.9982,0.046,0.27,179.0,7.7,5
9.5,0.997,0.042,0.2,124.0,7.1,7
11.5,0.9947,0.034,0.25,150.0,6.9,6
9.5,0.997,0.042,0.2,124.0,7.1,7
11.5,0.9947,0.034,0.25,150.0,6.9,6
9.5,0.99416,0.054,0.2,89.0,8.4,6
9.7,0.99516,0.049,0.39,164.0,6.5,5
9.7,0.99496,0.067,0.23,90.0,7.2,5
9.5,0.9974,0.048,0.44,147.0,6.9,6
9.4,0.99579,0.04,0.28,184.0,7.1,5
9.0,0.9983,0.06,0.34,162.0,6.4,4
10.6,0.99471,0.046,0.15,151.0,6.1,6
9.5,0.9974,0.048,0.44,147.0,6.9,6
9.1,0.99644,0.042,0.29,180.0,7.2,5
9.4,0.99579,0.04,0.28,184.0,7.1,5
8.8,0.99699,0.094,0.23,169.0,6.1,5
10.4,0.99758,0.047,0.23,171.0,6.7,5
8.9,0.9977,0.043,0.36,228.0,7.0,5
10.6,0.99397,0.031,0.31,141.0,7.5,7
9.0,0.9983,0.06,0.34,162.0,6.4,4
10.6,0.99471,0.046,0.15,151.0,6.1,6
10.6,0.99243,0.047,0.2,100.0,7.4,6
9.0,0.9962,0.048,0.27,186.0,6.3,5
8.8,1.00182,0.06,0.34,235.0,9.2,6
10.5,0.99384,0.042,0.18,101.0,7.4,7
9.5,0.99582,0.046,0.29,174.0,7.2,5
9.0,0.9962,0.048,0.27,186.0,6.3,5
10.4,0.9924,0.049,0.26,172.0,6.2,6
10.0,0.99466,0.046,0.21,133.0,7.3,6
10.4,0.99212,0.039,0.14,128.0,7.1,5
9.0,0.99449,0.157,0.39,132.0,7.2,6
9.3,0.99748,0.049,0.48,205.0,7.6,5
9.0,0.99449,0.157,0.39,132.0,7.2,6
9.3,0.99748,0.049,0.48,205.0,7.6,5
9.0,0.99475,0.061,0.36,134.0,6.5,6
11.5,0.99189,0.032,0.25,61.0,8.5,6
9.0,0.99827,0.056,0.3,159.0,6.9,5
10.4,0.99752,0.045,0.19,154.0,6.6,6
9.0,0.99827,0.056,0.3,159.0,6.9,5
10.6,0.99479,0.027,0.42,167.0,9.4,5
10.4,0.99752,0.045,0.19,154.0,6.6,6
8.5,0.99642,0.034,0.2,152.0,6.3,6
9.3,1.00047,0.055,0.19,169.0,8.5,6
10.5,0.99382,0.051,0.19,107.0,7.3,7
9.9,0.99784,0.06,0.25,156.0,6.7,6
10.4,0.99486,0.035,0.25,108.0,6.2,6
10.1,0.99537,0.053,0.46,94.0,6.1,5
10.5,0.99382,0.051,0.19,107.0,7.3,7
9.2,0.99838,0.067,0.29,178.0,7.5,4
9.4,0.99566,0.043,0.31,200.0,6.7,6
10.6,0.99268,0.033,0.14,91.0,7.4,6
9.4,0.99566,0.043,0.31,200.0,6.7,6
8.7,0.99468,0.148,0.4,149.0,7.1,5
10.2,0.9933,0.047,0.16,77.0,6.4,6
10.3,0.99307,0.046,0.16,66.0,6.3,6
9.5,0.99907,0.049,0.33,210.0,7.4,5
9.5,0.99907,0.049,0.33,210.0,7.4,5
9.5,0.99907,0.049,0.33,210.0,7.4,5
9.5,0.99907,0.049,0.33,210.0,7.4,5
9.4,0.99471,0.158,0.41,144.0,6.6,5
9.4,0.99471,0.157,0.43,145.0,6.7,5
9.5,0.99907,0.049,0.33,210.0,7.4,5
12.6,0.99148,0.037,0.4,97.0,7.3,7
10.5,0.99383,0.047,0.18,106.0,7.4,7
10.8,0.99365,0.047,0.17,150.0,8.6,6
9.9,0.99272,0.054,0.32,208.0,6.5,6
12.6,0.99148,0.037,0.4,97.0,7.3,7
12.2,0.99235,0.031,0.32,115.0,7.0,7
10.0,0.99508,0.041,0.42,150.0,7.5,6
10.6,0.9946,0.04,0.28,168.0,6.9,7
9.5,0.99674,0.042,0.29,202.0,6.5,6
12.8,0.99018,0.027,0.41,109.0,6.3,8
12.2,0.99235,0.031,0.32,115.0,7.0,7
12.6,0.99084,0.043,0.3,125.0,7.3,7
9.4,0.99856,0.058,0.22,125.0,6.6,5
9.0,0.99591,0.055,0.26,194.0,6.0,5
9.1,0.9975,0.051,0.44,126.0,6.9,5
9.4,0.9944,0.06,0.42,168.0,7.5,6
12.2,0.99173,0.04,0.36,143.0,7.0,7
10.0,0.99378,0.049,0.295,134.0,5.6,5
9.2,0.99805,0.053,0.21,159.0,6.8,5
9.3,0.99534,0.045,0.28,139.0,9.4,5
9.8,0.99232,0.035,0.28,126.0,8.1,6
9.2,0.99805,0.053,0.21,159.0,6.8,5
12.0,0.99078,0.036,0.22,132.0,7.0,7
9.3,0.99534,0.045,0.28,139.0,9.4,5
12.6,0.99061,0.029,0.32,80.0,6.8,7
12.2,0.99182,0.032,0.19,127.0,7.0,6
11.0,0.9966,0.061,0.42,144.0,7.7,6
12.0,0.9912,0.038,0.2,116.0,7.4,7
8.8,0.99779,0.045,0.24,153.0,7.5,5
8.9,0.99814,0.046,0.26,164.0,7.5,4
12.7,0.99096,0.035,0.4,84.0,6.6,7
11.8,0.99379,0.037,0.2,130.0,8.0,6
10.2,0.99426,0.053,0.445,178.0,4.6,5
9.9,0.99228,0.036,0.41,121.0,6.1,6
11.1,0.99335,0.041,0.2,148.0,7.6,6
9.4,0.99595,0.045,0.3,190.0,6.9,5
9.7,0.99297,0.049,0.35,119.0,7.0,6
9.7,0.99687,0.038,0.35,111.0,6.9,5
9.7,0.99297,0.049,0.35,119.0,7.0,6
9.7,0.99687,0.038,0.35,111.0,6.9,5
9.8,0.99445,0.054,0.3,175.0,7.6,5
9.3,0.9986,0.05,0.38,209.0,7.5,6
10.5,0.99154,0.032,0.3,161.0,7.5,5
9.3,0.9981,0.049,0.4,209.0,6.3,6
12.6,0.98993,0.024,0.37,106.0,6.8,8
8.9,1.00241,0.058,0.23,212.0,7.5,5
10.3,0.99716,0.048,0.27,118.0,8.3,5
10.6,0.99437,0.041,0.26,198.0,6.8,5
9.0,0.9972,0.067,0.28,180.0,6.5,4
9.7,0.99756,0.051,0.34,167.0,7.2,5
9.5,0.99509,0.041,0.23,90.0,7.0,6
10.3,0.99572,0.06,0.29,156.0,7.7,6
9.7,0.99756,0.051,0.34,167.0,7.2,5
12.3,0.99175,0.034,0.4,95.0,7.7,8
10.5,0.99254,0.032,0.17,149.0,6.7,5
9.5,0.99509,0.041,0.23,90.0,7.0,6
10.0,0.99676,0.043,0.24,211.0,8.1,6
8.8,0.9979,0.039,0.28,179.0,7.7,4
10.9,0.99194,0.031,0.23,98.0,7.5,6
12.2,0.99077,0.029,0.26,141.0,8.3,6
9.5,0.99782,0.168,0.46,184.0,7.9,5
10.0,0.99942,0.048,0.31,212.0,7.9,5
9.6,0.99708,0.04,0.25,202.0,7.9,6
8.7,0.99353,0.06,0.28,126.0,6.1,6
10.7,0.99256,0.044,0.18,89.0,7.0,7
11.1,0.99199,0.046,0.21,66.0,6.5,6
12.5,0.9918,0.024,0.48,130.0,7.6,7
10.4,0.99354,0.051,0.34,130.0,7.1,6
11.5,0.99244,0.028,0.21,93.0,8.9,5
9.4,0.99831,0.04,0.32,221.0,7.4,5
9.3,0.99396,0.157,0.495,129.0,6.0,5
10.1,0.99724,0.05,0.25,121.0,8.1,6
9.7,0.99524,0.05,0.25,102.0,8.2,5
10.5,0.9927,0.035,0.18,144.0,6.5,6
9.7,0.99802,0.053,0.24,182.0,6.7,5
9.2,0.99512,0.06,0.32,204.0,6.6,5
9.8,0.99438,0.092,0.32,138.0,7.6,5
9.0,0.99679,0.05,0.33,227.0,7.4,5
9.1,0.99652,0.05,0.3,188.0,7.2,6
10.4,0.99698,0.037,0.34,169.0,7.4,6
10.7,0.99474,0.03,0.16,144.0,6.1,6
10.5,0.99511,0.039,0.1,107.0,6.3,7
9.2,0.99582,0.099,0.45,202.0,6.2,5
11.5,0.99125,0.036,0.33,85.0,6.0,4
10.4,0.99256,0.034,0.48,57.0,7.6,3
12.0,0.9911,0.039,0.2,188.0,7.2,6
12.2,0.99168,0.036,0.32,150.0,7.0,6
12.0,0.9911,0.039,0.2,188.0,7.2,6
9.8,0.99556,0.05,0.22,90.0,7.0,6
9.3,1.00098,0.063,0.23,282.0,9.4,5
9.6,0.99516,0.084,0.27,191.0,6.4,4
9.5,0.99516,0.085,0.27,196.0,6.4,4
10.2,0.99518,0.042,0.23,144.0,7.0,6
10.4,0.99347,0.029,0.15,107.0,6.9,8
11.0,0.9929,0.025,0.26,74.0,6.7,6
10.4,0.99347,0.029,0.15,107.0,6.9,8
8.7,0.99841,0.042,0.2,160.0,7.6,5
9.9,0.99362,0.053,0.3,189.0,6.9,4
9.9,0.99361,0.053,0.3,186.0,6.9,4
11.3,0.9914,0.041,0.21,106.0,7.6,4
12.0,0.99114,0.042,0.46,83.0,6.8,8
10.7,0.9925,0.042,0.28,130.0,7.0,8
10.1,0.99453,0.043,0.24,156.0,6.5,6
9.6,0.9938,0.091,0.17,135.0,6.4,7
9.6,0.9938,0.093,0.17,136.0,6.4,6
8.7,0.99806,0.056,0.695,252.0,6.3,5
10.3,0.9961,0.059,0.27,199.0,7.0,5
9.1,1.00016,0.047,0.3,218.0,8.4,5
11.8,0.9916,0.037,0.19,101.0,6.5,6
11.9,0.99116,0.024,0.36,93.0,8.0,6
10.3,0.99319,0.046,0.16,77.0,6.1,6
10.0,0.99517,0.047,0.19,104.0,9.2,4
10.2,0.99514,0.044,0.16,107.0,9.2,4
10.0,0.99566,0.038,0.26,202.0,8.0,6
12.7,0.99166,0.034,0.33,125.0,8.8,6
9.6,0.99587,0.046,0.16,130.0,9.8,5
9.5,0.99558,0.044,0.23,188.0,6.6,5
12.7,0.99117,0.033,0.44,100.0,7.9,6
11.0,0.99399,0.036,0.31,109.0,7.6,6
9.1,0.99741,0.044,0.705,214.0,7.5,5
10.2,0.99405,0.034,0.21,111.0,7.1,4
10.1,0.99622,0.047,0.16,220.0,7.0,6
9.2,1.00051,0.045,0.27,208.0,8.0,6
9.4,0.99803,0.08,0.38,212.0,6.3,4
10.2,0.99405,0.034,0.21,111.0,7.1,4
9.2,0.99773,0.095,0.38,195.0,6.2,4
10.0,0.99397,0.05,0.24,106.0,8.2,5
10.1,0.99622,0.047,0.16,220.0,7.0,6
9.0,0.99713,0.044,0.815,204.0,7.3,5
9.5,0.99274,0.032,0.41,98.0,6.3,5
9.1,1.00118,0.07,0.36,207.0,6.1,5
13.3,0.99176,0.031,0.4,118.0,8.1,7
9.5,0.9969,0.045,0.26,198.0,6.8,5
9.2,0.99771,0.096,0.44,210.0,6.2,5
10.1,0.99411,0.036,0.24,117.0,7.2,6
9.2,0.99771,0.096,0.44,210.0,6.2,5
10.1,0.99411,0.036,0.24,117.0,7.2,6
11.2,0.99194,0.04,0.22,172.0,7.3,6
9.8,0.99558,0.04,0.34,230.0,8.1,6
11.2,0.99194,0.04,0.22,172.0,7.3,6
9.8,0.99558,0.04,0.34,230.0,8.1,6
9.4,0.99577,0.042,0.28,195.0,6.4,5
9.0,0.99564,0.045,0.29,177.0,6.3,5
9.4,0.99578,0.044,0.27,198.0,6.4,5
8.9,0.99888,0.054,0.35,229.0,7.4,6
9.1,1.00014,0.045,0.28,253.0,8.3,6
9.8,0.99441,0.034,0.35,148.0,6.4,4
9.4,0.99594,0.056,0.43,183.0,6.9,5
10.0,0.99437,0.05,0.26,150.0,8.0,6
9.4,0.99594,0.056,0.43,183.0,6.9,5
9.9,0.9979,0.042,0.27,130.0,7.3,6
10.0,0.99434,0.147,0.46,159.0,6.8,5
11.5,0.99203,0.028,0.2,168.0,7.2,6
9.2,0.998,0.063,0.285,201.0,7.6,5
10.0,0.99316,0.052,0.32,219.5,6.6,5
9.2,0.998,0.063,0.285,201.0,7.6,5
10.0,0.99314,0.051,0.34,210.0,6.6,5
10.0,0.99316,0.052,0.32,210.0,6.6,5
9.8,0.99612,0.042,0.27,133.0,6.5,6
10.5,0.99295,0.04,0.26,114.0,6.6,6
10.6,0.99394,0.043,0.27,181.0,6.7,6
9.4,0.99642,0.037,0.56,157.0,6.6,5
9.4,0.99642,0.037,0.56,157.0,6.6,5
11.0,0.99248,0.027,0.19,136.0,7.3,7
10.8,0.99268,0.027,0.2,141.0,6.3,6
9.0,0.99954,0.036,0.29,201.0,7.1,5
9.6,0.99692,0.031,0.32,194.0,7.8,6
10.6,0.99592,0.037,0.33,156.0,8.1,6
10.6,0.99592,0.037,0.33,156.0,8.1,6
9.6,0.99692,0.031,0.32,194.0,7.8,6
9.2,0.99822,0.045,0.33,147.0,6.6,5
9.2,0.99822,0.045,0.33,147.0,6.6,5
9.5,0.99402,0.053,0.26,71.0,8.2,5
9.5,0.99404,0.053,0.25,72.0,8.3,5
10.3,0.99787,0.039,0.26,184.0,7.0,7
8.8,0.99347,0.053,0.26,124.0,6.0,5
8.7,0.99838,0.041,0.28,161.0,7.5,5
8.7,0.99839,0.04,0.27,159.0,7.5,5
10.2,0.99375,0.038,0.28,128.0,7.0,6
10.1,0.99155,0.029,0.16,77.0,5.2,6
9.5,0.9936,0.049,0.34,118.0,6.8,5
9.5,0.99434,0.056,0.25,176.0,7.6,5
11.6,0.9922,0.022,0.35,174.0,5.6,7
10.7,0.99571,0.032,0.24,97.0,8.8,6
10.1,0.99658,0.043,0.29,142.0,6.0,6
11.1,0.99076,0.035,0.27,83.0,6.1,7
9.8,0.99496,0.071,0.56,117.0,7.4,5
9.0,0.9937,0.142,0.29,148.0,6.8,6
11.1,0.99076,0.035,0.27,83.0,6.1,7
9.5,0.99542,0.047,0.27,215.0,6.3,6
9.4,0.99825,0.052,0.24,143.0,6.6,6
10.2,0.99289,0.049,0.32,113.0,6.8,5
9.8,0.99432,0.041,0.37,216.5,6.4,6
9.5,0.99523,0.047,0.26,201.0,6.2,6
9.5,0.99542,0.047,0.27,215.0,6.3,6
9.0,0.9959,0.05,0.3,191.0,6.4,5
10.1,0.99543,0.045,0.28,204.0,8.0,6
8.8,0.99662,0.079,0.24,122.0,6.7,5
11.9,0.99088,0.034,0.27,122.0,7.9,6
11.9,0.99088,0.034,0.27,122.0,7.9,6
9.3,0.99922,0.074,0.28,174.0,6.1,6
10.0,0.9966,0.036,0.39,110.0,7.7,6
9.5,0.99466,0.075,0.2,201.0,6.0,5
9.3,0.99922,0.074,0.28,174.0,6.1,6
9.7,0.99836,0.054,0.31,139.0,7.6,4
9.7,0.99836,0.054,0.31,139.0,7.6,4
10.2,0.99238,0.043,0.18,155.0,6.3,5
10.8,0.99645,0.031,0.23,96.0,8.6,5
8.8,1.0,0.046,0.21,133.0,6.8,5
8.8,1.0,0.046,0.21,133.0,6.8,5
11.4,0.99376,0.039,0.26,175.0,6.9,6
8.8,1.0,0.046,0.21,133.0,6.8,5
9.8,0.99513,0.039,0.31,191.0,6.4,5
9.4,0.99556,0.045,0.34,119.0,8.6,4
9.4,0.99556,0.045,0.34,119.0,8.6,4
9.4,0.99543,0.054,0.3,174.0,8.5,6
9.4,0.99886,0.053,0.4,194.0,7.4,6
9.7,0.99526,0.044,0.32,212.0,6.6,6
12.3,0.99166,0.032,0.34,140.0,7.1,7
9.8,0.99691,0.045,0.26,178.0,6.6,6
9.0,0.99732,0.053,0.27,134.0,8.0,5
9.2,0.99573,0.045,0.28,203.0,6.2,6
9.4,0.99656,0.058,0.3,215.0,6.2,6
9.9,0.99112,0.043,0.175,67.0,5.6,6
9.8,0.99214,0.032,0.34,145.0,6.9,5
12.3,0.99165,0.029,0.34,148.0,6.9,7
11.9,0.99004,0.018,0.12,37.0,7.1,7
10.2,0.99463,0.038,0.32,170.0,7.1,6
9.5,0.99683,0.034,0.51,224.0,7.3,6
11.9,0.99004,0.018,0.12,37.0,7.1,7
9.2,0.99596,0.04,0.24,216.0,6.3,5
9.7,0.99898,0.054,0.41,174.0,7.5,5
11.5,0.99114,0.029,0.18,138.0,6.5,7
10.4,0.99508,0.121,0.17,162.0,7.3,8
11.6,0.99306,0.053,0.2,174.0,8.2,5
9.7,0.99898,0.054,0.41,174.0,7.5,5
10.4,0.99508,0.121,0.17,162.0,7.3,8
11.5,0.99114,0.029,0.18,138.0,6.5,7
10.2,0.99342,0.036,0.16,108.0,7.3,6
9.8,0.99345,0.037,0.16,109.0,6.4,6
9.0,0.99772,0.044,0.42,158.0,6.6,5
10.5,0.99239,0.036,0.3,163.0,5.8,6
9.4,0.99502,0.049,0.54,178.0,6.7,4
9.4,0.99502,0.049,0.54,178.0,6.7,4
10.8,0.99479,0.046,0.22,149.0,6.4,5
10.7,0.99207,0.043,0.23,95.0,6.8,7
10.6,0.99497,0.029,0.26,162.0,9.0,6
9.2,0.99828,0.046,0.23,110.0,6.5,6
9.5,0.99542,0.032,0.28,142.0,5.9,6
9.5,0.99542,0.032,0.28,142.0,5.9,6
10.0,0.99228,0.028,0.27,111.0,6.2,5
10.6,0.99706,0.03,0.29,177.0,9.0,5
10.6,0.99497,0.029,0.26,162.0,9.0,6
10.6,0.99669,0.029,0.27,166.0,8.9,5
9.2,0.99828,0.046,0.23,110.0,6.5,6
11.0,0.99269,0.036,0.32,117.0,6.9,6
11.2,0.99196,0.041,0.22,159.0,7.2,6
9.6,0.99662,0.046,0.5,175.0,6.7,5
9.4,0.99475,0.052,0.33,128.0,6.2,5
9.5,0.99544,0.045,0.26,209.0,6.3,6
9.3,0.99944,0.052,0.2,188.0,7.5,5
9.4,0.99475,0.052,0.33,128.0,6.2,5
9.5,0.99544,0.045,0.26,209.0,6.3,6
9.4,0.9966,0.046,0.36,110.0,6.6,5
11.2,0.99066,0.043,0.13,146.0,6.3,7
11.2,0.9907,0.043,0.15,150.0,6.4,7
11.2,0.99066,0.043,0.13,146.0,6.3,7
8.8,0.998,0.033,0.23,170.0,7.6,5
11.2,0.9907,0.043,0.15,150.0,6.4,7
11.2,0.99066,0.043,0.13,146.0,6.3,7
9.4,0.99307,0.079,0.255,137.0,5.7,5
11.1,0.99106,0.03,0.32,103.0,6.9,6
9.6,0.99696,0.052,0.28,131.0,6.9,5
11.1,0.99106,0.03,0.32,103.0,6.9,6
9.4,0.99307,0.079,0.255,137.0,5.7,5
10.6,0.99167,0.037,0.41,160.0,6.6,6
8.9,0.99902,0.048,0.37,240.0,7.3,5
12.3,0.98992,0.021,0.21,80.0,6.9,7
11.4,0.99182,0.028,0.24,132.0,6.6,5
9.6,0.99556,0.043,0.28,207.0,6.8,6
10.3,0.99582,0.034,0.24,135.0,6.6,6
11.4,0.99182,0.028,0.24,132.0,6.6,5
12.1,0.98972,0.032,0.16,80.0,7.0,6
9.9,0.99352,0.026,0.14,56.0,7.0,5
9.7,0.9946,0.035,0.34,185.0,6.3,5
10.5,0.99273,0.043,0.26,154.0,6.8,5
8.9,0.99628,0.038,0.17,182.0,6.7,6
9.4,0.99582,0.039,0.27,227.0,6.5,5
9.6,0.99553,0.037,0.25,206.0,6.7,5
12.6,0.98914,0.014,0.3,104.0,5.8,7
9.2,0.99354,0.156,0.28,106.0,6.4,6
10.4,0.99976,0.053,0.3,174.0,7.7,5
9.0,0.99808,0.062,0.18,171.0,6.8,7
9.0,0.99808,0.062,0.18,171.0,6.8,7
9.0,0.99808,0.062,0.18,171.0,6.8,7
9.0,0.99808,0.062,0.18,171.0,6.8,7
9.0,0.99808,0.062,0.18,171.0,6.8,7
9.0,0.99808,0.062,0.18,171.0,6.8,7
9.2,0.9919,0.039,0.14,89.0,5.1,6
9.0,0.99808,0.062,0.18,171.0,6.8,7
9.7,0.99499,0.068,0.615,154.0,7.2,4
10.1,0.99655,0.05,0.13,132.0,6.9,6
11.0,0.99615,0.059,0.34,152.0,6.7,7
10.8,0.99296,0.038,0.32,144.0,7.3,5
